Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total
2020,MAZDA,CX 5,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,3155,2000,5155
2023,SUZUKI,Dzire,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,1679,1300,2979
2023,HYUNDAI,ELANTRA,12/12/2023 3:00,Riyadh,18/12/2023 3:00,901,4260,2984,8145
2020,HYUNDAI,ELANTRA,13/12/2023 3:00,Riyadh,18/12/2023 3:00,0,6577,2800,9377
2019,HYUNDAI,ELANTRA,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,7237,2500,9737
2023,HYUNDAI,ELANTRA,17/12/2023 3:00,Riyadh,18/12/2023 3:00,282,178,847,1307
2018,HYUNDAI,ELANTRA,15/12/2023 3:00,Riyadh,18/12/2023 3:00,0,4146,1000,5146
2022,LEXUS,ES,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,361,3300,3661
2019,LEXUS,ES,13/12/2023 3:00,Riyadh,18/12/2023 3:00,0,3483,100,3583
2021,TOYOTA,FORTUNER,13/12/2023 3:00,Riyadh,18/12/2023 3:00,0,2484,800,3284
2014,JEEP,GRAND CHEROKEE,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,2288,1500,3788
2022,TOYOTA,HIACE,11/12/2023 3:00,Riyadh,18/12/2023 3:00,0,8154,2000,10154
2022,TOYOTA,HIGHLANDER,18/12/2023 3:00,Riyadh,18/12/2023 3:00,1476,7525,4590,13591
2021,KIA,K5,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,10726,2000,12726
2019,MAZDA,Mazda 3,15/12/2023 3:00,Riyadh,18/12/2023 3:00,0,1604,2000,3604
2022,KIA,OPTIMA,25/10/2023 3:00,Riyadh,18/12/2023 3:00,0,4778,2000,6778
2023,ISUZU,PICKUP 1C,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,2916,2600,5516
2020,HYUNDAI,SONATA,14/12/2023 3:00,Riyadh,18/12/2023 3:00,736,12547,2022,15305
2023,NISSAN,SUNNY,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,0,1800,1800
2022,FORD,TAURUS,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,4783,4500,9283
2022,FORD,TAURUS,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,12602,9000,21602
2023,FORD,TAURUS,17/12/2023 3:00,Riyadh,18/12/2023 3:00,700,8052,3200,11952
2023,FORD,TAURUS,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,10689,11500,22189
2022,VOLKSWAGEN,Teramont,12/12/2023 3:00,Riyadh,18/12/2023 3:00,0,26929,23071,50000
2023,HYUNDAI,TUCSON,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,19126,3000,22126
2020,NISSAN,X-TRAIL,13/12/2023 3:00,Riyadh,18/12/2023 3:00,0,1535,2000,3535
2021,NISSAN,X-TRAIL,16/12/2023 3:00,Riyadh,18/12/2023 3:00,0,9625,6500,16125
2021,NISSAN,X-TRAIL,17/12/2023 3:00,Riyadh,18/12/2023 3:00,500,423,1500,2423
2022,HONDA,ACCORD,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,4908,4000,8908
2020,HYUNDAI,AZERA,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,1859,1595,3454
2022,TOYOTA,CAMRY,18/12/2023 3:00,Riyadh,19/12/2023 3:00,700,5816,5151,11667
2023,TOYOTA,CAMRY,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,5897,2448,8345
2019,JEEP,COMPAS,19/12/2023 3:00,Riyadh,19/12/2023 3:00,0,4147,1000,5147
2023,HYUNDAI,ELANTRA,18/12/2023 3:00,Riyadh,19/12/2023 3:00,1282,10073,6160,17515
2023,LEXUS,ES,18/12/2023 3:00,Riyadh,19/12/2023 3:00,900,23058,8000,31958
2022,HAVAL,H6,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,7711,2800,10511
2023,TOYOTA,INNOVA 2.7 L GL,18/12/2023 3:00,Riyadh,19/12/2023 3:00,544,1151,1144,2839
2022,LEXUS,IS 250,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,0,1500,1500
2023,ISUZU,NPR,14/12/2023 3:00,Riyadh,19/12/2023 3:00,0,10000,9000,19000
2022,ISUZU,PICKUP 2C,12/12/2023 3:00,Riyadh,19/12/2023 3:00,0,5176,2500,7676
2023,ISUZU,PICKUP 2C,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,877,2000,2877
2023,KIA,SELTOS,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,14900,7850,22750
2021,KIA,SELTOS,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,14847,1800,16647
2022,FORD,TAURUS,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,0,5000,5000
2023,VOLKSWAGEN,Teramont,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,40958,33000,73958
2023,Changan,UNI-K,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,17594,5500,23094
2024,BUS,UNI-T,18/12/2023 3:00,Riyadh,19/12/2023 3:00,0,5372,3000,8372
2020,MAZDA,6,21/11/2023 3:00,Riyadh,20/12/2023 3:00,0,2176,1701,3877
2023,BMW,735,17/12/2023 3:00,Riyadh,20/12/2023 3:00,5510,72792,28206,106508
2019,HYUNDAI,ACCENT,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,2897,2266,5163
2022,HONDA,ACCORD,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,1309,2500,3809
2022,Changan,Alsvin,14/12/2023 3:00,Riyadh,20/12/2023 3:00,0,3235,2500,5735
2023,CHERY,Arrizo - 5,19/12/2023 3:00,Riyadh,20/12/2023 3:00,400,2273,1800,4473
2018,HYUNDAI,AZERA,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,2496,1500,3996
2020,TOYOTA,CAMRY,18/12/2023 3:00,Riyadh,20/12/2023 3:00,0,4638,2321,6959
2019,TOYOTA,CAMRY,19/12/2023 3:00,Riyadh,20/12/2023 3:00,320,0,1121,1441
2019,TOYOTA,CAMRY,19/12/2023 3:00,Riyadh,20/12/2023 3:00,543,1599,1628,3770
2022,TOYOTA,COROLLA,19/12/2023 3:00,Riyadh,20/12/2023 3:00,541,4166,1321,6028
2021,TOYOTA,COROLLA,12/12/2023 3:00,Riyadh,20/12/2023 3:00,630,872,7500,9002
2022,HYUNDAI,Creta,20/12/2023 3:00,Riyadh,20/12/2023 3:00,874,7728,3630,12232
2023,HYUNDAI,Creta,10/12/2023 3:00,Riyadh,20/12/2023 3:00,698,5006,1276,6980
2023,MAZDA,CX 9,20/12/2023 3:00,Riyadh,20/12/2023 3:00,0,2405,2250,4655
2023,CADILLAC,ESCALADE,19/12/2023 3:00,Riyadh,20/12/2023 3:00,837,31261,13600,45698
2022,FORD,EXPIDITION,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,11141,8000,19141
2022,FORD,EXPLORER,13/12/2023 3:00,Riyadh,20/12/2023 3:00,0,6913,1000,7913
2016,MERCEDES,G63 AMG,17/12/2023 3:00,Riyadh,20/12/2023 3:00,0,8359,10000,18359
2023,NISSAN,KICKS,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,556,2700,3256
2023,TOYOTA,Liteace,08/11/2023 3:00,Riyadh,20/12/2023 3:00,0,10185,5253,15438
2022,TOYOTA,PICKUP 1C,14/12/2023 3:00,Riyadh,20/12/2023 3:00,816,11228,1936,13980
2023,ISUZU,PICKUP 2C,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,0,2300,2300
2021,TOYOTA,PICKUP 2C,19/12/2023 3:00,Riyadh,20/12/2023 3:00,1539,13440,5593,20572
2023,MERCEDES,S 450,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,69807,11500,81307
2016,HYUNDAI,SANTA FE,19/12/2023 3:00,Riyadh,20/12/2023 3:00,166,1720,900,2786
2021,KIA,SELTOS,13/12/2023 3:00,Riyadh,20/12/2023 3:00,0,3957,1800,5757
2018,HYUNDAI,SONATA,16/11/2023 3:00,Riyadh,20/12/2023 3:00,0,0,969,969
2022,HYUNDAI,SONATA,19/12/2023 3:00,Riyadh,20/12/2023 3:00,599,4643,1474,6716
2024,FORD,Territory,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,1396,3500,4896
2023,HYUNDAI,TUCSON,09/12/2023 3:00,Riyadh,20/12/2023 3:00,526,4599,2387,7512
2023,HYUNDAI,TUCSON,20/12/2023 3:00,Riyadh,20/12/2023 3:00,736,5396,2112,8244
2024,BUS,UNI-V,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,13743,4800,18543
2023,TOYOTA,YARIS,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,6677,2500,9177
2023,TOYOTA,YARIS,19/12/2023 3:00,Riyadh,20/12/2023 3:00,906,13641,2525,17072
2023,GMC,YUKON,19/12/2023 3:00,Riyadh,20/12/2023 3:00,0,6495,3000,9495
2020,HYUNDAI,ACCENT,30/11/2023 3:00,Riyadh,21/12/2023 3:00,0,6717,2500,9217
2019,HYUNDAI,ACCENT,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,2048,2300,4348
2017,HYUNDAI,ACCENT,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,1905,1625,3530
2022,HONDA,ACCORD,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,1260,2500,3760
2022,HYUNDAI,AZERA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,585,1883,1298,3766
2020,TOYOTA,CAMRY,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,3774,1500,5274
2023,TOYOTA,CAMRY,20/12/2023 3:00,Riyadh,21/12/2023 3:00,670,852,1829,3351
2019,TOYOTA,CAMRY,20/12/2023 3:00,Riyadh,21/12/2023 3:00,567,7697,1734,9998
2020,TOYOTA,COROLLA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,0,1400,1400
2023,MAZDA,CX 9,19/12/2023 3:00,Riyadh,21/12/2023 3:00,0,2122,2500,4622
2020,HYUNDAI,ELANTRA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,10130,3800,13930
2020,HYUNDAI,ELANTRA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,0,1800,1800
2020,HYUNDAI,ELANTRA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,4176,2000,6176
2020,HYUNDAI,ELANTRA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,8688,1800,10488
2022,HYUNDAI,ELANTRA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,3252,2000,5252
2023,TOYOTA,HIACE,12/12/2023 3:00,Riyadh,21/12/2023 3:00,0,14555,4651,19206
2022,TOYOTA,HIACE,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,1315,200,1515
2023,HYUNDAI,I 10,20/12/2023 3:00,Riyadh,21/12/2023 3:00,795,6414,2387,9596
2023,HYUNDAI,palisade,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,20328,5000,25328
2023,TOYOTA,RAV4,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,13294,3422,16716
2021,HYUNDAI,SONATA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,15565,3300,18865
2020,HYUNDAI,SONATA,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,5944,2000,7944
2023,FORD,TAURUS,20/12/2023 3:00,Riyadh,21/12/2023 3:00,0,27118,6500,33618
2020,MAZDA,6,21/12/2023 3:00,Riyadh,23/12/2023 3:00,0,1762,1200,2962
2020,LEXUS,LX 570,21/12/2023 3:00,Riyadh,23/12/2023 3:00,0,22739,2000,24739
2021,HONDA,ACCORD,21/12/2023 3:00,Riyadh,24/12/2023 3:00,400,918,2200,3518
2024,FAW,Bestune B70S,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,9276,6000,15276
2023,TOYOTA,CAMRY,29/11/2023 3:00,Riyadh,24/12/2023 3:00,362,11063,3409,14834
2020,TOYOTA,CAMRY,23/12/2023 3:00,Riyadh,24/12/2023 3:00,0,935,800,1735
2017,TOYOTA,CAMRY,23/12/2023 3:00,Riyadh,24/12/2023 3:00,301,2516,910,3727
2017,TOYOTA,CAMRY,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,2569,1200,3769
2023,TOYOTA,CAMRY,21/12/2023 3:00,Riyadh,24/12/2023 3:00,2346,31736,6077,40159
2018,TOYOTA,CAMRY,22/12/2023 3:00,Riyadh,24/12/2023 3:00,0,8857,2300,11157
2023,HONDA,CITY,23/12/2023 3:00,Riyadh,24/12/2023 3:00,0,4652,3000,7652
2020,TOYOTA,COROLLA,18/12/2023 3:00,Riyadh,24/12/2023 3:00,0,14008,2500,16508
2018,MAZDA,CX 9,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,1467,1500,2967
2023,ISUZU,D-MAX,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,22173,5000,27173
2022,ISUZU,D-MAX,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,5330,2200,7530
2023,HAVAL,H6,23/12/2023 3:00,Riyadh,24/12/2023 3:00,0,809,500,1309
2019,NISSAN,PATROL,22/12/2023 3:00,Riyadh,24/12/2023 3:00,0,5252,3300,8552
2021,NISSAN,Patrol Wagon,23/12/2023 3:00,Riyadh,24/12/2023 3:00,0,559,1500,2059
2021,TOYOTA,RAV4,04/12/2023 3:00,Riyadh,24/12/2023 3:00,688,2753,942,4383
2023,KIA,SELTOS,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,10885,2500,13385
2021,KIA,SELTOS,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,2046,2000,4046
2022,HYUNDAI,SONATA,21/12/2023 3:00,Riyadh,24/12/2023 3:00,778,5351,2893,9022
2019,NISSAN,SUNNY,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,2886,2200,5086
2020,HYUNDAI,TUCSON,21/12/2023 3:00,Riyadh,24/12/2023 3:00,631,3396,846,4873
2020,HYUNDAI,TUCSON,05/12/2023 3:00,Riyadh,24/12/2023 3:00,0,2081,1824,3905
2023,HYUNDAI,TUCSON,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,2461,1500,3961
2023,TOYOTA,YARIS,21/12/2023 3:00,Riyadh,24/12/2023 3:00,0,15784,7824,23608
2019,HYUNDAI,ACCENT,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,735,1200,1935
2023,HYUNDAI,ACCENT,21/12/2023 3:00,Riyadh,25/12/2023 3:00,900,7222,4021,12143
2020,HYUNDAI,ACCENT,20/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1700,1731,3431
2023,HONDA,ACCORD,22/12/2023 3:00,Riyadh,25/12/2023 3:00,0,31378,7500,38878
2023,CHERY,Arrizo 6,23/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3492,6470,9962
2020,TOYOTA,AVALON,24/10/2023 3:00,Riyadh,25/12/2023 3:00,574,2764,2190,5528
2022,HYUNDAI,AZERA,24/12/2023 3:00,Riyadh,25/12/2023 3:00,602,2408,1782,4792
2019,HYUNDAI,AZERA,14/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1266,1500,2766
2017,TOYOTA,CAMRY,06/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1887,1300,3187
2020,TOYOTA,CAMRY,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3498,2500,5998
2024,TOYOTA,CAMRY,21/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3469,2428,5897
2022,MITSUBISHI,CANTER,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,8504,5500,14004
2024,GEELY,COOLRAY,24/12/2023 3:00,Riyadh,25/12/2023 3:00,300,627,638,1565
2020,HYUNDAI,Creta,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,7658,2800,10458
2023,HYUNDAI,Creta,25/12/2023 3:00,Riyadh,25/12/2023 3:00,460,4947,1782,7189
2023,BUS,CS95,22/12/2023 3:00,Riyadh,25/12/2023 3:00,0,13719,3200,16919
2023,MAZDA,CX 5,23/12/2023 3:00,Riyadh,25/12/2023 3:00,0,0,12000,12000
2020,MAZDA,CX 9,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1846,1300,3146
2023,Changan,EADO,21/12/2023 3:00,Riyadh,25/12/2023 3:00,0,14724,5200,19924
2023,HYUNDAI,ELANTRA,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,4836,2908,7744
2016,HYUNDAI,ELANTRA,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3000,3000,6000
2020,HYUNDAI,ELANTRA,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1736,1700,3436
2018,HYUNDAI,ELANTRA,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,4260,2000,6260
2022,TOYOTA,FORTUNER,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,7988,4024,12012
2021,TOYOTA,FORTUNER,06/12/2023 3:00,Riyadh,25/12/2023 3:00,0,5428,2205,7633
2021,TOYOTA,GXR,12/11/2023 3:00,Riyadh,25/12/2023 3:00,0,25510,3000,28510
2020,TOYOTA,HILUX 2C,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,2865,1800,4665
2022,HYUNDAI,Kona,22/12/2023 3:00,Riyadh,25/12/2023 3:00,0,20156,3885,24041
2020,HYUNDAI,Kona,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3116,1500,4616
2020,HYUNDAI,Kona,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,4326,1500,5826
2020,HYUNDAI,Kona,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3848,2000,5848
2023,ISUZU,MUX,24/12/2023 3:00,Riyadh,25/12/2023 3:00,531,11724,2418,14673
2023,HYUNDAI,palisade,24/12/2023 3:00,Riyadh,25/12/2023 3:00,171,11096,1056,12323
2023,NISSAN,PATROL,14/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1147,2200,3347
2023,ISUZU,PICKUP 1C,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1334,2000,3334
2021,MERCEDES,S 450,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,15690,1130,16820
2018,HYUNDAI,SANTA FE,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,12613,2000,14613
2020,HYUNDAI,SONATA,21/12/2023 3:00,Riyadh,25/12/2023 3:00,1224,15762,1260,18246
2023,HYUNDAI,SONATA,21/12/2023 3:00,Riyadh,25/12/2023 3:00,404,1880,693,2977
2019,HYUNDAI,SONATA,25/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1428,2800,4228
2023,NISSAN,SUNNY,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1610,1000,2610
2018,CHEVROLET,TAHOE,03/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3210,1257,4467
2016,CHEVROLET,Tahoe LTZ 4WD,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,12466,2000,14466
2023,FORD,TAURUS,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,1719,2500,4219
2018,FORD,TAURUS,24/12/2023 3:00,Riyadh,25/12/2023 3:00,0,5939,2500,8439
2021,Changan,Wagon,21/12/2023 3:00,Riyadh,25/12/2023 3:00,0,3281,3000,6281
2023,NISSAN,X-TRAIL,22/12/2023 3:00,Riyadh,25/12/2023 3:00,0,5913,2000,7913
2023,HYUNDAI,AZERA,24/12/2023 3:00,Riyadh,26/12/2023 3:00,0,17899,5500,23399
2023,TOYOTA,CAMRY,04/12/2023 3:00,Riyadh,26/12/2023 3:00,563,4854,918,6335
2024,TOYOTA,CAMRY,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,25536,7683,33219
2022,HYUNDAI,Creta,25/12/2023 3:00,Riyadh,26/12/2023 3:00,474,4182,1708,6364
2023,SUZUKI,Dzire,23/12/2023 3:00,Riyadh,26/12/2023 3:00,0,432,1200,1632
2023,HYUNDAI,ELANTRA,23/12/2023 3:00,Riyadh,26/12/2023 3:00,773,2123,2211,5107
2022,HYUNDAI,ELANTRA,25/12/2023 3:00,Riyadh,26/12/2023 3:00,785,15434,4157,20376
2021,LEXUS,ES,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,4126,5200,9326
2020,FORD,EXPIDITION,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,11913,2600,14513
2022,GREAT WALL,jolion,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,2285,2000,4285
2021,KIA,K5,23/12/2023 3:00,Riyadh,26/12/2023 3:00,714,7386,624,8724
2021,HYUNDAI,Kona,25/12/2023 3:00,Riyadh,26/12/2023 3:00,432,5135,2328,7895
2020,HYUNDAI,Kona,25/12/2023 3:00,Riyadh,26/12/2023 3:00,503,5415,1419,7337
2023,HYUNDAI,Kona,26/12/2023 3:00,Riyadh,26/12/2023 3:00,417,9175,1727,11319
2023,SUZUKI,MINI VAN,18/12/2023 3:00,Riyadh,26/12/2023 3:00,0,4409,2500,6909
2022,MITSUBISHI,PICKUP 2C,25/12/2023 3:00,Riyadh,26/12/2023 3:00,2000,17746,10000,29746
2021,CHEVROLET,SILVERADO,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,1847,3500,5347
2023,NISSAN,SUNNY,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,1990,1800,3790
2023,FORD,TAURUS,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,1280,2800,4080
2024,FORD,Territory,25/12/2023 3:00,Riyadh,26/12/2023 3:00,0,6096,3200,9296
2023,TOYOTA,,22/12/2023 3:00,Riyadh,26/12/2023 3:00,0,7557,2261,9818
2024,BMW,735,18/12/2023 3:00,Riyadh,27/12/2023 3:00,5110,25841,17645,48596
2018,HYUNDAI,ACCENT,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,6582,2500,9082
2022,TOYOTA,AVALON,18/12/2023 3:00,Riyadh,27/12/2023 3:00,0,6415,6000,12415
2017,HYUNDAI,AZERA,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,3328,2500,5828
2022,BUS,Bus,24/12/2023 3:00,Riyadh,27/12/2023 3:00,0,2620,6000,8620
2020,TOYOTA,CAMRY,25/12/2023 3:00,Riyadh,27/12/2023 3:00,0,4570,650,5220
2020,TOYOTA,CAMRY,19/12/2023 3:00,Riyadh,27/12/2023 3:00,0,7765,2500,10265
2020,TOYOTA,CAMRY,23/12/2023 3:00,Riyadh,27/12/2023 3:00,0,12146,5288,17434
2019,TOYOTA,CAMRY,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1696,800,2496
2018,TOYOTA,CAMRY,28/10/2023 3:00,Riyadh,27/12/2023 3:00,0,2102,1500,3602
2019,TOYOTA,CAMRY,20/12/2023 3:00,Riyadh,27/12/2023 3:00,0,6044,2020,8064
2022,TOYOTA,CAMRY,24/12/2023 3:00,Riyadh,27/12/2023 3:00,788,2975,3422,7185
2020,TOYOTA,COROLLA,17/12/2023 3:00,Riyadh,27/12/2023 3:00,0,11156,2700,13856
2022,MAZDA,CX 30,24/12/2023 3:00,Riyadh,27/12/2023 3:00,1000,3895,3000,7895
2023,MAZDA,CX 30,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1449,4800,6249
2023,SUZUKI,Dzire,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1241,2000,3241
2023,HYUNDAI,ELANTRA,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1091,1867,2958
2023,HYUNDAI,ELANTRA,18/12/2023 3:00,Riyadh,27/12/2023 3:00,913,19481,5217,25611
2020,HYUNDAI,ELANTRA,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,2185,1400,3585
2023,LEXUS,ES,10/12/2023 3:00,Riyadh,27/12/2023 3:00,0,2415,2550,4965
2020,LEXUS,ES 250,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,4750,1000,5750
2015,FORD,FUSION,19/12/2023 3:00,Riyadh,27/12/2023 3:00,0,6537,1500,8037
2022,TOYOTA,H1ACE,26/12/2023 3:00,Riyadh,27/12/2023 3:00,577,0,1298,1875
2023,TOYOTA,HIACE,26/12/2023 3:00,Riyadh,27/12/2023 3:00,1636,18548,3740,23924
2022,TOYOTA,HIACE,26/12/2023 3:00,Riyadh,27/12/2023 3:00,190,10531,3601,14322
2016,CHEVROLET,IMPALA,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,5547,2200,7747
2023,CHERY,JETOUR-X70,27/12/2023 3:00,Riyadh,27/12/2023 3:00,0,12346,4000,16346
2023,CHERY,JETOUR-X70,10/10/2023 3:00,Riyadh,27/12/2023 3:00,0,3259,3300,6559
2023,MITSUBISHI,L 200,04/07/2023 3:00,Riyadh,27/12/2023 3:00,0,4054,1000,5054
2021,HONDA,ODYSSEY,23/12/2023 3:00,Riyadh,27/12/2023 3:00,0,40000,5000,45000
2020,KIA,OPTIMA,18/12/2023 3:00,Riyadh,27/12/2023 3:00,0,2580,1800,4380
2023,PEUGEOT,PARTNER,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,16209,6000,22209
2023,ISUZU,PICKUP 1C,11/12/2023 3:00,Riyadh,27/12/2023 3:00,0,2356,1000,3356
2023,ISUZU,PICKUP 2C,27/12/2023 3:00,Riyadh,27/12/2023 3:00,0,823,500,1323
2023,ISUZU,PICKUP 2C,19/12/2023 3:00,Riyadh,27/12/2023 3:00,0,4477,4000,8477
2023,TOYOTA,RAV4,09/12/2023 3:00,Riyadh,27/12/2023 3:00,909,6708,2006,9623
2020,HYUNDAI,SONATA,18/12/2023 3:00,Riyadh,27/12/2023 3:00,0,4078,1894,5972
2022,NISSAN,SUNNY,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1280,1300,2580
2022,NISSAN,SUNNY,25/12/2023 3:00,Riyadh,27/12/2023 3:00,0,7844,2500,10344
2022,MG,T60,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,18632,3635,22267
2023,CHEVROLET,TRAVERSE,17/12/2023 3:00,Riyadh,27/12/2023 3:00,0,611,1700,2311
2021,HYUNDAI,TUCSON,12/11/2023 3:00,Riyadh,27/12/2023 3:00,0,3358,500,3858
2022,GEELY,TUGELLA,26/12/2023 3:00,Riyadh,27/12/2023 3:00,280,15468,2775,18523
2021,NISSAN,URVAN,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,5201,3000,8201
2022,GREAT WALL,Wingle,25/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1453,3000,4453
2022,NISSAN,X-TRAIL,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,1106,900,2006
2023,TOYOTA,YARIS,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,11598,2500,14098
2023,TOYOTA,YARIS,26/12/2023 3:00,Riyadh,27/12/2023 3:00,0,16533,2500,19033
2021,TOYOTA,YARIS,26/12/2023 3:00,Riyadh,27/12/2023 3:00,60,4915,1732,6707
2023,TOYOTA,YARIS,26/12/2023 3:00,Riyadh,27/12/2023 3:00,952,10511,3315,14778
2022,TOYOTA,,26/12/2023 3:00,Riyadh,27/12/2023 3:00,400,3582,2700,6682
2023,HYUNDAI,AZERA,27/12/2023 3:00,Riyadh,28/12/2023 3:00,590,2340,1211,4141
2021,TOYOTA,CAMRY,26/12/2023 3:00,Riyadh,28/12/2023 3:00,1649,15538,5937,23124
2023,TOYOTA,CAMRY,26/12/2023 3:00,Riyadh,28/12/2023 3:00,720,882,1899,3501
2023,TOYOTA,CAMRY,26/12/2023 3:00,Riyadh,28/12/2023 3:00,0,5857,3033,8890
