,Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total,TimeDifference,Other_Amt_Class,WorkShop_Amt_Class,Time_Diff_Class,PartProvider_Amt_Class,Total_Class
8412,2019,TOYOTA,CAMRY,2024-04-30,Qassim,2024-05-01,569,12315.0,1936.0,14820.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8413,2022,TOYOTA,CAMRY,2024-05-01,Qassim,2024-05-01,0,3269.0,5900.0,9169.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8414,2018,HYUNDAI,H1 VAN,2024-04-29,Qassim,2024-05-01,0,1360.0,2000.0,3360.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8415,2023,ISUZU,PICKUP 1C,2024-05-01,Qassim,2024-05-02,0,4290.0,3000.0,7290.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8416,2022,KIA,PEGAS,2024-05-02,Qassim,2024-05-03,0,4365.0,4000.0,8365.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8417,2017,HONDA,ACCORD,2024-05-04,Qassim,2024-05-05,0,0.0,14000.0,14000.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
8418,2022,HYUNDAI,Creta,2024-05-02,Qassim,2024-05-05,0,4463.0,1226.0,5689.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8419,2024,TOYOTA,CAMRY,2024-05-05,Qassim,2024-05-06,0,3356.0,5700.0,9056.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8420,2023,GAC,GS3,2024-05-06,Qassim,2024-05-06,0,7191.0,6800.0,13991.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8421,2024,TOYOTA,HILUX,2024-05-04,Qassim,2024-05-06,0,2747.0,3044.0,5791.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8422,2020,HYUNDAI,SONATA,2024-03-28,Qassim,2024-05-07,0,2675.0,2300.0,4975.0,40,Class 1,Class 2,Class 3,Class 2,Class 2
8423,2023,CHEVROLET,CAPTIVA,2024-04-23,Qassim,2024-05-08,0,10480.0,7800.0,18280.0,15,Class 1,Class 2,Class 3,Class 2,Class 2
8424,2022,ISUZU,NPR,2024-05-06,Qassim,2024-05-08,0,68.0,1500.0,1568.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8425,2022,ISUZU,PICKUP 2C,2024-05-07,Qassim,2024-05-08,0,7192.0,2000.0,9192.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8426,2021,KIA,SELTOS,2024-05-07,Qassim,2024-05-08,0,771.0,1200.0,1971.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8427,2022,HYUNDAI,TUCSON,2024-05-08,Qassim,2024-05-08,0,1101.0,330.0,1431.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8428,2024,HYUNDAI,ACCENT,2024-05-09,Qassim,2024-05-09,0,3459.0,3500.0,6959.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8429,2023,HYUNDAI,SONATA,2024-05-08,Qassim,2024-05-09,651,449.0,3002.0,4102.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8430,2022,TOYOTA,CAMRY,2024-05-09,Qassim,2024-05-12,0,3615.0,2800.0,6415.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8431,2020,TOYOTA,COROLLA,2024-05-11,Qassim,2024-05-12,0,6373.0,3000.0,9373.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8432,2023,ISUZU,NPR,2024-05-09,Qassim,2024-05-12,0,2044.0,1800.0,3844.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8433,2019,TOYOTA,YARIS,2024-05-09,Qassim,2024-05-12,0,954.0,2500.0,3454.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8434,2024,TOYOTA,YARIS,2024-05-11,Qassim,2024-05-12,0,176.0,4000.0,4176.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8435,2024,HYUNDAI,TUCSON,2024-05-12,Qassim,2024-05-13,1264,8894.0,4246.0,14404.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8436,2023,TOYOTA,YARIS,2024-05-12,Qassim,2024-05-13,0,5790.0,2500.0,8290.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8437,2022,HYUNDAI,Creta,2024-05-13,Qassim,2024-05-14,576,6154.0,1837.0,8567.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8438,2022,Changan,CS 85,2024-04-22,Qassim,2024-05-14,0,1108.0,800.0,1908.0,22,Class 1,Class 2,Class 3,Class 2,Class 2
8439,2022,HYUNDAI,Kona,2024-05-14,Qassim,2024-05-14,449,5780.0,2651.0,8880.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8440,2021,TOYOTA,YARIS,2024-05-13,Qassim,2024-05-14,0,7927.0,4000.0,11927.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8441,2023,TOYOTA,YARIS,2024-05-13,Qassim,2024-05-14,0,3916.0,3000.0,6916.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8442,2023,TOYOTA,YARIS,2024-05-14,Qassim,2024-05-15,0,2439.0,4500.0,6939.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8443,2017,GMC,YUKON,2024-05-15,Qassim,2024-05-16,0,16602.0,2300.0,18902.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8444,2022,TOYOTA,COROLLA,2024-05-15,Qassim,2024-05-18,0,7627.0,5000.0,12627.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8445,2021,TOYOTA,COROLLA,2024-05-17,Qassim,2024-05-19,0,5589.0,6000.0,11589.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8446,2017,HYUNDAI,ACCENT,2024-05-20,Qassim,2024-05-20,0,3726.0,2000.0,5726.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8447,2021,HONDA,ACCORD,2024-05-19,Qassim,2024-05-20,0,11790.0,5250.0,17040.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8448,2023,CHEVROLET,Groove,2024-05-20,Qassim,2024-05-20,0,4454.0,2500.0,6954.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8449,2021,TOYOTA,RAV4,2023-04-26,Qassim,2024-05-20,751,2501.0,2133.0,5385.0,390,Class 2,Class 2,Class 3,Class 2,Class 2
8450,2023,MAZDA,6 High Plus,2024-05-19,Qassim,2024-05-21,0,911.0,200.0,1111.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8451,2022,TOYOTA,CAMRY,2024-05-19,Qassim,2024-05-21,0,10987.0,5700.0,16687.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8452,2023,HYUNDAI,SONATA,2024-05-20,Qassim,2024-05-21,0,3281.0,1588.0,4869.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8453,2023,TATA,XENON,2024-05-21,Qassim,2024-05-22,0,1164.0,2000.0,3164.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8454,2020,HONDA,CITY,2024-05-22,Qassim,2024-05-23,0,2860.0,2000.0,4860.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8455,2022,TOYOTA,COROLLA,2024-02-20,Qassim,2024-05-23,0,988.0,450.0,1438.0,93,Class 1,Class 2,Class 3,Class 2,Class 2
8456,2023,HYUNDAI,ACCENT,2024-05-23,Qassim,2024-05-25,318,1229.0,682.0,2229.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8457,2023,MAZDA,6 High Plus,2024-05-24,Qassim,2024-05-26,0,1500.0,150.0,1650.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8458,2023,HYUNDAI,Creta,2024-05-24,Qassim,2024-05-26,568,3248.0,1782.0,5598.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8459,2022,HONDA,ACCORD,2024-05-26,Qassim,2024-05-27,0,2757.0,2330.0,5087.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8460,2021,HYUNDAI,Creta,2024-05-14,Qassim,2024-05-27,0,13722.0,3500.0,17222.0,13,Class 1,Class 2,Class 2,Class 2,Class 2
8461,2023,FORD,RANGER,2024-05-26,Qassim,2024-05-27,0,10206.0,6512.0,16718.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8462,2023,HYUNDAI,TUCSON,2024-05-27,Qassim,2024-05-27,0,9725.0,2761.0,12486.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8463,2019,HONDA,ACCORD,2024-05-28,Qassim,2024-05-28,0,6039.0,2700.0,8739.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8464,2024,TOYOTA,CAMRY,2024-05-28,Qassim,2024-05-29,0,6186.0,3200.0,9386.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8465,2023,HONDA,ACCORD,2024-05-29,Qassim,2024-05-30,0,6919.0,2500.0,9419.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8466,2024,CHEVROLET,CAPTIVA,2024-05-30,Qassim,2024-05-30,0,8606.0,5000.0,13606.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8467,2019,TOYOTA,COROLLA,2024-05-29,Qassim,2024-05-30,0,1505.0,200.0,1705.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8468,2024,TOYOTA,YARIS,2024-05-29,Qassim,2024-05-30,0,810.0,1200.0,2010.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8469,2023,FORD,Territory,2024-05-30,Qassim,2024-05-31,0,3138.0,8412.0,11550.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8470,2022,TOYOTA,CAMRY,2023-03-06,Qassim,2024-06-02,0,1086.0,2793.0,3879.0,454,Class 1,Class 2,Class 3,Class 2,Class 2
8471,2017,TOYOTA,CAMRY,2024-06-02,Qassim,2024-06-02,0,1999.0,1000.0,2999.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8472,2019,HYUNDAI,SONATA,2024-06-02,Qassim,2024-06-02,0,8584.0,2500.0,11084.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8473,2023,ISUZU,PICKUP 1C,2024-06-03,Qassim,2024-06-03,0,20095.0,3500.0,23595.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8474,2024,TOYOTA,PICKUP 2C,2024-06-03,Qassim,2024-06-03,0,11306.0,8800.0,20106.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8475,2023,KIA,SELTOS,2024-05-30,Qassim,2024-06-03,0,2320.0,2200.0,4520.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8476,2020,TOYOTA,CAMRY,2024-06-03,Qassim,2024-06-04,0,869.0,1500.0,2369.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8477,2023,HYUNDAI,ELANTRA,2024-06-04,Qassim,2024-06-04,0,8399.0,6919.0,15318.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8478,2022,TOYOTA,HIGHLANDER,2024-06-03,Qassim,2024-06-04,0,19617.0,3000.0,22617.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8479,2023,HYUNDAI,SONATA,2024-06-02,Qassim,2024-06-04,0,1800.0,3495.0,5295.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8480,2023,TOYOTA,HILUX,2024-06-04,Qassim,2024-06-05,0,17591.0,8000.0,25591.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8481,2020,CHEVROLET,SPARK,2024-06-04,Qassim,2024-06-05,0,6304.0,3000.0,9304.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8482,2023,TOYOTA,FORTUNER,2024-06-05,Qassim,2024-06-06,0,7260.0,5500.0,12760.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8483,2024,TOYOTA,COROLLA,2024-06-08,Qassim,2024-06-08,0,8868.0,6430.0,15298.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8484,2019,HYUNDAI,ACCENT,2024-06-09,Qassim,2024-06-09,0,1697.0,1200.0,2897.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8485,2023,ISUZU,PICKUP 1C,2024-06-10,Qassim,2024-06-10,0,2404.0,1500.0,3904.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8486,2016,HYUNDAI,ACCENT,2024-06-09,Qassim,2024-06-11,0,0.0,700.0,700.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
8487,2017,CHEVROLET,CRUZE,2024-06-11,Qassim,2024-06-11,0,1090.0,1200.0,2290.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8488,2022,Changan,PICK UP 2C,2024-06-10,Qassim,2024-06-11,0,6404.0,2100.0,8504.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8489,2009,FREIGHTLINER,TRUCK,2024-06-11,Qassim,2024-06-11,0,27450.0,3000.0,30450.0,0,Class 1,Class 2,Class 1,Class 3,Class 2
8490,2023,LEXUS,ES,2024-06-11,Qassim,2024-06-12,0,4080.0,5000.0,9080.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8491,2023,BUS,UNI-K,2024-06-11,Qassim,2024-06-12,0,9679.0,3000.0,12679.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8492,2023,HYUNDAI,ELANTRA,2024-06-12,Qassim,2024-06-13,0,2500.0,2000.0,4500.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8493,2022,GAC,GS4,2024-06-12,Qassim,2024-06-13,0,7382.0,7596.0,14978.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8494,2018,HYUNDAI,SONATA,2024-06-13,Qassim,2024-06-13,0,3552.0,3500.0,7052.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8495,2023,ISUZU,D-MAX,2024-06-20,Qassim,2024-06-22,0,6367.0,3000.0,9367.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8496,2020,TOYOTA,COROLLA,2024-06-24,Qassim,2024-06-24,0,9386.0,2500.0,11886.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8497,2022,TOYOTA,HIACE,2024-06-24,Qassim,2024-06-24,0,7209.0,2800.0,10009.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8498,2021,TOYOTA,CAMRY,2024-06-24,Qassim,2024-06-25,0,4425.0,3906.0,8331.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8499,2020,HYUNDAI,GENESIS,2024-06-25,Qassim,2024-06-25,0,3620.0,1500.0,5120.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8500,2024,NISSAN,KICKS,2024-06-24,Qassim,2024-06-25,0,4459.0,1200.0,5659.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8501,2023,TOYOTA,PRADO,2024-06-24,Qassim,2024-06-25,0,3585.0,2500.0,6085.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8502,2023,TOYOTA,FORTUNER,2024-06-25,Qassim,2024-06-26,0,153.0,2500.0,2653.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8503,2023,HYUNDAI,Creta,2024-06-27,Qassim,2024-06-27,497,1963.0,1012.0,3472.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8504,2021,HYUNDAI,ACCENT,2024-06-30,Qassim,2024-06-30,0,2554.0,2620.0,5174.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8505,2024,TOYOTA,COROLLA,2024-06-29,Qassim,2024-07-01,0,8090.0,6500.0,14590.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8506,2023,HYUNDAI,ELANTRA,2024-06-30,Qassim,2024-07-01,596,7422.0,2178.0,10196.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8507,2023,NISSAN,SUNNY,2024-07-02,Qassim,2024-07-02,0,1303.0,2800.0,4103.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8508,2017,HONDA,ACCORD,2024-07-02,Qassim,2024-07-03,0,5708.0,3000.0,8708.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8509,2016,TOYOTA,HILUX 2C,2022-11-19,Qassim,2024-07-03,256,5464.0,1001.0,6721.0,592,Class 2,Class 2,Class 3,Class 2,Class 2
8510,2024,TOYOTA,YARIS,2024-07-03,Qassim,2024-07-04,0,3759.0,1300.0,5059.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8511,2024,HYUNDAI,ACCENT,2024-07-04,Qassim,2024-07-07,544,3479.0,1474.0,5497.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
8512,2020,TOYOTA,COROLLA,2024-07-03,Qassim,2024-07-07,0,148.0,1500.0,1648.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8513,2023,TOYOTA,HIACE,2024-07-03,Qassim,2024-07-07,0,5861.0,4000.0,9861.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8514,2022,HYUNDAI,ELANTRA,2024-07-08,Qassim,2024-07-08,0,4620.0,2000.0,6620.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8515,2023,HYUNDAI,ELANTRA,2024-07-09,Qassim,2024-07-10,0,1362.0,1064.0,2426.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8516,2021,ISUZU,NPR,2024-07-08,Qassim,2024-07-10,0,2323.0,3000.0,5323.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8517,2022,HYUNDAI,ACCENT,2024-07-10,Qassim,2024-07-11,287,129.0,1166.0,1582.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8518,2021,TOYOTA,YARIS,2024-07-10,Qassim,2024-07-11,0,1956.0,1300.0,3256.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8519,2020,TOYOTA,CAMRY,2024-07-09,Qassim,2024-07-14,0,3900.0,1652.0,5552.0,5,Class 1,Class 2,Class 2,Class 2,Class 2
8520,2024,HYUNDAI,i10,2024-07-11,Qassim,2024-07-14,0,1858.0,2372.0,4230.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8521,2023,TOYOTA,LAND CRUISER,2024-07-11,Qassim,2024-07-14,0,14500.0,5800.0,20300.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8522,2022,TOYOTA,CAMRY,2024-07-11,Qassim,2024-07-15,0,3324.0,6500.0,9824.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8523,2022,HYUNDAI,ELANTRA,2024-07-14,Qassim,2024-07-15,0,1182.0,865.0,2047.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8524,2020,HYUNDAI,SONATA,2023-08-28,Qatif,2023-09-13,0,2068.0,2500.0,4568.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
8525,2020,MITSUBISHI,PICKUP 2C,2023-09-26,Qatif,2023-09-27,0,3295.0,900.0,4195.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8526,2020,HYUNDAI,SANTA FE,2023-10-09,Qatif,2023-10-10,0,2533.0,1300.0,3833.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8527,2019,GEELY,GT Emgrand,2023-10-12,Qatif,2023-10-15,0,8335.0,3000.0,11335.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8528,2023,TOYOTA,CAMRY,2023-10-22,Qatif,2023-10-24,0,213.0,1837.0,2050.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8529,2023,HONDA,CIVIC,2023-11-15,Qatif,2023-11-15,350,763.0,2550.0,3663.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8530,2022,GREAT WALL,jolion,2023-11-19,Qatif,2023-11-20,0,4660.0,7040.0,11700.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8531,2019,HYUNDAI,SAVANA,2023-11-18,Qatif,2023-11-20,300,3341.0,372.0,4013.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8532,2023,TOYOTA,CAMRY,2023-11-20,Qatif,2023-11-21,0,0.0,3754.0,3754.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
8533,2022,HYUNDAI,SONATA,2023-11-23,Qatif,2023-11-26,0,4160.0,500.0,4660.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8534,2022,MITSUBISHI,PICKUP 2C,2023-12-14,Qatif,2023-12-18,0,3631.0,800.0,4431.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8535,2021,MAZDA,6 High Plus,2023-12-28,Qatif,2023-12-31,0,5970.0,2300.0,8270.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8536,2023,HYUNDAI,ELANTRA,2023-12-31,Qatif,2023-12-31,0,11538.0,3000.0,14538.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8537,2022,TOYOTA,FORTUNER,2023-12-28,Qatif,2023-12-31,298,4696.0,1480.0,6474.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
8538,2022,NISSAN,ALTIMA,2023-12-31,Qatif,2024-01-01,0,134.0,1000.0,1134.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8539,2024,GEELY,COOLRAY,2024-01-01,Qatif,2024-01-02,610,5085.0,1474.0,7169.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8540,2021,HYUNDAI,Creta,2023-12-30,Qatif,2024-01-02,0,0.0,799.0,799.0,3,Class 1,Class 2,Class 2,Class 1,Class 2
8541,2022,FORD,EXPIDITION,2023-12-11,Qatif,2024-01-08,0,14589.0,2900.0,17489.0,28,Class 1,Class 2,Class 3,Class 2,Class 2
8542,2019,NISSAN,Sentra,2024-01-13,Qatif,2024-01-14,0,863.0,2000.0,2863.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8543,2019,TOYOTA,AVANZA,2024-01-17,Qatif,2024-01-18,0,0.0,2827.0,2827.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
8544,2022,HYUNDAI,ACCENT,2024-01-20,Qatif,2024-01-21,0,1727.0,2500.0,4227.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8545,2020,HYUNDAI,Kona,2024-01-02,Qatif,2024-01-21,0,24975.0,4500.0,29475.0,19,Class 1,Class 2,Class 3,Class 2,Class 2
8546,2024,TOYOTA,COROLLA,2023-12-27,Qatif,2024-01-22,768,5675.0,1876.0,8319.0,26,Class 2,Class 2,Class 3,Class 2,Class 2
8547,2023,NISSAN,SUNNY,2024-01-21,Qatif,2024-01-22,0,4068.0,2500.0,6568.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8548,2023,TOYOTA,RAV4,2024-01-03,Qatif,2024-01-25,865,6531.0,1970.0,9366.0,22,Class 2,Class 2,Class 3,Class 2,Class 2
8549,2020,HYUNDAI,SONATA,2023-08-20,Qatif,2024-01-25,0,7835.0,1500.0,9335.0,158,Class 1,Class 2,Class 3,Class 2,Class 2
8550,2019,HYUNDAI,ACCENT,2024-01-22,Qatif,2024-01-29,0,0.0,5000.0,5000.0,7,Class 1,Class 2,Class 2,Class 1,Class 2
8551,2023,HYUNDAI,ACCENT,2024-01-26,Qatif,2024-01-29,0,1250.0,1700.0,2950.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8552,2023,Sinotruk,Howo,2024-01-24,Qatif,2024-01-29,0,3624.0,4173.0,7797.0,5,Class 1,Class 2,Class 2,Class 2,Class 2
8553,2022,MERCEDES,GLE53,2024-01-30,Qatif,2024-01-30,0,12960.0,9000.0,21960.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8554,2024,HAVAL,jolion,2024-02-07,Qatif,2024-02-07,0,3373.0,2800.0,6173.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8555,2024,HYUNDAI,TUCSON,2024-02-08,Qatif,2024-02-11,0,4878.0,3000.0,7878.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8556,2021,TOYOTA,COROLLA,2024-02-12,Qatif,2024-02-14,0,0.0,900.0,900.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
8557,2021,TOYOTA,RAV4,2024-02-13,Qatif,2024-02-14,0,13043.0,4899.0,17942.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8558,2017,HYUNDAI,SONATA,2024-01-25,Qatif,2024-02-14,0,5000.0,0.0,5000.0,20,Class 1,Class 1,Class 3,Class 2,Class 2
8559,2022,HONDA,ACCORD,2024-02-20,Qatif,2024-02-21,0,8909.0,5000.0,13909.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8560,2023,ISUZU,PICKUP 2C,2024-02-21,Qatif,2024-02-25,0,586.0,800.0,1386.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8561,2023,HYUNDAI,Creta,2024-02-28,Qatif,2024-02-29,550,5966.0,2310.0,8826.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8562,2019,HYUNDAI,Kona,2024-03-03,Qatif,2024-03-05,0,0.0,1406.0,1406.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
8563,2024,HYUNDAI,ACCENT,2024-03-03,Qatif,2024-03-06,0,0.0,1500.0,1500.0,3,Class 1,Class 2,Class 2,Class 1,Class 2
8564,2023,SUZUKI,Dzire,2023-11-05,Qatif,2024-03-06,0,637.0,3300.0,3937.0,122,Class 1,Class 2,Class 3,Class 2,Class 2
8565,2023,Sinotruk,Howo,2024-03-05,Qatif,2024-03-06,0,2043.0,2500.0,4543.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8566,2013,CHEVROLET,PICKUP 1C,2024-03-07,Qatif,2024-03-07,0,14535.0,3000.0,17535.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8567,2020,TOYOTA,CAMRY,2024-03-09,Qatif,2024-03-10,1481,0.0,1345.0,2826.0,1,Class 2,Class 2,Class 2,Class 1,Class 2
8568,2022,NISSAN,KICKS,2023-12-31,Qatif,2024-03-10,0,0.0,7500.0,7500.0,70,Class 1,Class 2,Class 3,Class 1,Class 2
8569,2021,HYUNDAI,ELANTRA,2024-03-17,Qatif,2024-03-18,0,8221.0,6600.0,14821.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8570,2024,MAZDA,CX 9,2024-02-29,Qatif,2024-03-19,0,0.0,15000.0,15000.0,19,Class 1,Class 2,Class 3,Class 1,Class 2
8571,2015,HYUNDAI,ELANTRA,2024-02-28,Qatif,2024-03-19,0,0.0,5000.0,5000.0,20,Class 1,Class 2,Class 3,Class 1,Class 2
8572,2023,MERCEDES,S450,2024-02-29,Qatif,2024-03-19,945,10510.0,13275.0,24730.0,19,Class 2,Class 2,Class 3,Class 2,Class 2
8573,2024,TOYOTA,YARIS,2024-03-18,Qatif,2024-03-19,0,4181.0,900.0,5081.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8574,2023,MITSUBISHI,L 200,2024-03-19,Qatif,2024-03-20,200,2971.0,1200.0,4371.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8575,2023,BMW,X1,2024-03-25,Qatif,2024-03-25,0,16967.0,600.0,17567.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8576,2023,CHEVROLET,CAPTIVA,2024-03-25,Qatif,2024-03-26,0,0.0,4312.0,4312.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
8577,2023,Changan,EADO,2024-03-27,Qatif,2024-03-28,0,873.0,1739.0,2612.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8578,2020,CHEVROLET,SPARK,2024-04-04,Qatif,2024-04-07,0,6788.0,2300.0,9088.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8579,2024,TOYOTA,COROLLA,2024-04-14,Qatif,2024-04-15,701,7762.0,2135.0,10598.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8580,2023,MITSUBISHI,FUSO,2024-04-15,Qatif,2024-04-15,900,4523.0,4200.0,9623.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8581,2020,MG,HS,2024-03-13,Qatif,2024-04-15,300,2121.0,2400.0,4821.0,33,Class 2,Class 2,Class 3,Class 2,Class 2
